,lat,lon,ele,time
539,37.844181,-121.949278,231.0,2019-01-13T15:55:41Z
540,37.844362,-121.949389,232.5,2019-01-13T15:55:52Z
541,37.844555,-121.949393,234.2,2019-01-13T15:56:02Z
542,37.844736,-121.949401,235.6,2019-01-13T15:56:11Z
543,37.844917,-121.949365,237.3,2019-01-13T15:56:20Z
544,37.845035,-121.949174,238.8,2019-01-13T15:56:29Z
545,37.845161,-121.949004,239.6,2019-01-13T15:56:38Z
546,37.845272,-121.948823,239.7,2019-01-13T15:56:47Z
547,37.845358,-121.948724,239.7,2019-01-13T15:56:52Z
548,37.845424,-121.948833,239.7,2019-01-13T15:56:58Z
549,37.845472,-121.949074,240.0,2019-01-13T15:57:08Z
550,37.845558,-121.949268,241.2,2019-01-13T15:57:20Z
551,37.845748,-121.949348,243.1,2019-01-13T15:57:31Z
552,37.845817,-121.949369,242.2,2019-01-13T15:57:34Z
553,37.84585,-121.949368,241.7,2019-01-13T15:57:36Z
554,37.845914,-121.949353,240.9,2019-01-13T15:57:40Z
555,37.846057,-121.949374,240.0,2019-01-13T15:57:48Z
556,37.846083,-121.94946,240.1,2019-01-13T15:57:52Z
557,37.846258,-121.949547,241.4,2019-01-13T15:58:01Z
558,37.84632,-121.949635,242.4,2019-01-13T15:58:05Z
559,37.846442,-121.949809,244.2,2019-01-13T15:58:20Z
560,37.846538,-121.949885,244.7,2019-01-13T15:58:31Z
561,37.846612,-121.949943,244.6,2019-01-13T15:58:35Z
562,37.846768,-121.950063,243.1,2019-01-13T15:58:43Z
563,37.846931,-121.950169,241.7,2019-01-13T15:58:52Z
564,37.847117,-121.950223,241.5,2019-01-13T15:59:01Z
565,37.847182,-121.950193,241.7,2019-01-13T15:59:05Z
566,37.847248,-121.950181,242.1,2019-01-13T15:59:10Z
567,37.847435,-121.95024,242.9,2019-01-13T15:59:18Z
568,37.847525,-121.950299,242.9,2019-01-13T15:59:28Z
569,37.847712,-121.950327,242.3,2019-01-13T15:59:39Z
570,37.847892,-121.950371,241.9,2019-01-13T15:59:48Z
571,37.848075,-121.950308,242.5,2019-01-13T15:59:57Z
572,37.84815,-121.950267,242.8,2019-01-13T16:00:01Z
573,37.848199,-121.950297,243.0,2019-01-13T16:00:05Z
574,37.848368,-121.950417,243.1,2019-01-13T16:00:24Z
575,37.848541,-121.950483,243.3,2019-01-13T16:00:31Z
576,37.848736,-121.95054,244.8,2019-01-13T16:00:40Z
577,37.848815,-121.950579,246.0,2019-01-13T16:00:47Z
578,37.848928,-121.950602,247.5,2019-01-13T16:00:58Z
579,37.849115,-121.950613,250.5,2019-01-13T16:01:13Z
580,37.849296,-121.950649,253.2,2019-01-13T16:01:28Z
581,37.849305,-121.950645,253.3,2019-01-13T16:01:29Z
582,37.849379,-121.950655,254.4,2019-01-13T16:01:34Z
583,37.849436,-121.950669,255.2,2019-01-13T16:01:38Z
584,37.849537,-121.950667,256.6,2019-01-13T16:01:46Z
585,37.849699,-121.95055,258.5,2019-01-13T16:02:02Z
586,37.84978,-121.950444,259.5,2019-01-13T16:02:09Z
587,37.849881,-121.950486,260.5,2019-01-13T16:02:14Z
588,37.850005,-121.950656,261.2,2019-01-13T16:02:27Z
589,37.850111,-121.950747,261.1,2019-01-13T16:02:37Z
590,37.850167,-121.95076,260.8,2019-01-13T16:03:08Z
591,37.850353,-121.950861,260.0,2019-01-13T16:03:18Z
592,37.850534,-121.95093,259.5,2019-01-13T16:03:25Z
593,37.850717,-121.950937,259.1,2019-01-13T16:03:33Z
594,37.850871,-121.950956,259.5,2019-01-13T16:03:40Z
595,37.850938,-121.951031,260.1,2019-01-13T16:03:45Z
596,37.851012,-121.951153,261.0,2019-01-13T16:03:54Z
597,37.851185,-121.951209,264.7,2019-01-13T16:04:15Z
598,37.851316,-121.951274,270.4,2019-01-13T16:04:35Z
599,37.85124,-121.951341,270.4,2019-01-13T16:04:41Z
600,37.851075,-121.951432,270.4,2019-01-13T16:04:49Z
601,37.850907,-121.95156,270.8,2019-01-13T16:04:59Z
602,37.850738,-121.951683,271.8,2019-01-13T16:05:08Z
603,37.850638,-121.951882,272.2,2019-01-13T16:05:16Z
604,37.850683,-121.952016,271.6,2019-01-13T16:05:21Z
605,37.850813,-121.952198,269.1,2019-01-13T16:05:30Z
606,37.850849,-121.952346,267.1,2019-01-13T16:05:36Z
607,37.850885,-121.952475,265.9,2019-01-13T16:05:41Z
608,37.850997,-121.952682,268.0,2019-01-13T16:05:49Z
609,37.851105,-121.952879,270.3,2019-01-13T16:05:58Z
610,37.851194,-121.953077,271.9,2019-01-13T16:06:06Z
611,37.851296,-121.95325,273.3,2019-01-13T16:06:15Z
612,37.851421,-121.953426,274.2,2019-01-13T16:06:25Z
613,37.851523,-121.953624,276.3,2019-01-13T16:06:39Z
614,37.851524,-121.953636,276.3,2019-01-13T16:06:40Z
615,37.851526,-121.953661,277.0,2019-01-13T16:06:43Z
616,37.851561,-121.953875,282.3,2019-01-13T16:07:05Z
617,37.851678,-121.954045,287.4,2019-01-13T16:07:31Z
618,37.85172,-121.95426,293.1,2019-01-13T16:07:53Z
619,37.851815,-121.954451,298.4,2019-01-13T16:08:13Z
620,37.851913,-121.954651,303.1,2019-01-13T16:08:35Z
621,37.851966,-121.954872,306.7,2019-01-13T16:08:52Z
622,37.852019,-121.955096,311.1,2019-01-13T16:09:11Z
623,37.852146,-121.955225,313.9,2019-01-13T16:09:35Z
624,37.852313,-121.955342,314.7,2019-01-13T16:09:43Z
625,37.852479,-121.955445,314.5,2019-01-13T16:09:50Z
626,37.852647,-121.95558,312.9,2019-01-13T16:09:58Z
627,37.852798,-121.955672,311.3,2019-01-13T16:10:15Z
628,37.852934,-121.955775,310.0,2019-01-13T16:10:23Z
629,37.85299,-121.955906,307.1,2019-01-13T16:10:30Z
630,37.85295,-121.95614,300.3,2019-01-13T16:10:42Z
631,37.852938,-121.956293,297.8,2019-01-13T16:10:48Z
632,37.85292,-121.956525,295.8,2019-01-13T16:10:56Z
633,37.852952,-121.956637,294.3,2019-01-13T16:11:00Z
634,37.852982,-121.956662,293.6,2019-01-13T16:11:02Z
635,37.853148,-121.956768,287.1,2019-01-13T16:11:09Z
636,37.853327,-121.956802,288.8,2019-01-13T16:11:16Z
637,37.853351,-121.956809,289.7,2019-01-13T16:11:17Z
638,37.853353,-121.956901,292.0,2019-01-13T16:11:23Z
639,37.853285,-121.95697,292.8,2019-01-13T16:11:30Z
640,37.853249,-121.957078,294.0,2019-01-13T16:11:39Z
641,37.853322,-121.95729,295.9,2019-01-13T16:11:56Z
642,37.853336,-121.957523,294.4,2019-01-13T16:12:03Z
643,37.853428,-121.957736,293.3,2019-01-13T16:12:10Z
644,37.853578,-121.957897,292.4,2019-01-13T16:12:17Z
645,37.85375,-121.957987,291.7,2019-01-13T16:12:24Z
646,37.853825,-121.958073,292.4,2019-01-13T16:12:29Z
647,37.853793,-121.958182,293.1,2019-01-13T16:12:33Z
648,37.853694,-121.958395,293.1,2019-01-13T16:12:41Z
649,37.853669,-121.958633,290.4,2019-01-13T16:12:50Z
650,37.85362,-121.958873,288.3,2019-01-13T16:12:59Z
651,37.85355,-121.959095,286.3,2019-01-13T16:13:06Z
652,37.853468,-121.959308,284.6,2019-01-13T16:13:13Z
653,37.853354,-121.959517,283.6,2019-01-13T16:13:20Z
654,37.853226,-121.959695,282.5,2019-01-13T16:13:27Z
655,37.853125,-121.959917,281.8,2019-01-13T16:13:34Z
656,37.853021,-121.960139,278.8,2019-01-13T16:13:42Z
657,37.852897,-121.960332,276.1,2019-01-13T16:13:50Z
658,37.852777,-121.960506,275.1,2019-01-13T16:13:57Z
659,37.852758,-121.960539,275.1,2019-01-13T16:13:59Z
660,37.852745,-121.960625,274.9,2019-01-13T16:14:03Z
661,37.852736,-121.960863,274.4,2019-01-13T16:14:10Z
662,37.852721,-121.961099,274.4,2019-01-13T16:14:17Z
663,37.852706,-121.961354,275.2,2019-01-13T16:14:25Z
664,37.852693,-121.961587,276.9,2019-01-13T16:14:33Z
665,37.85268,-121.961834,278.6,2019-01-13T16:14:42Z
666,37.85267,-121.962072,278.4,2019-01-13T16:14:51Z
667,37.852666,-121.962326,274.0,2019-01-13T16:15:00Z
668,37.852574,-121.962542,267.6,2019-01-13T16:15:10Z
669,37.852466,-121.962732,261.1,2019-01-13T16:15:20Z
670,37.8524,-121.962967,258.1,2019-01-13T16:15:30Z
671,37.852294,-121.963166,253.0,2019-01-13T16:15:38Z
672,37.852127,-121.96327,247.1,2019-01-13T16:15:46Z
673,37.852038,-121.963309,246.3,2019-01-13T16:15:50Z
674,37.852104,-121.963382,246.3,2019-01-13T16:15:54Z
675,37.852293,-121.963481,242.6,2019-01-13T16:16:01Z
676,37.85242,-121.963494,239.0,2019-01-13T16:16:06Z
677,37.852405,-121.963549,237.9,2019-01-13T16:16:12Z
678,37.852276,-121.963683,238.9,2019-01-13T16:16:19Z
679,37.852314,-121.963756,240.3,2019-01-13T16:16:24Z
680,37.852356,-121.963762,241.3,2019-01-13T16:16:28Z
681,37.852342,-121.963803,242.7,2019-01-13T16:16:39Z
682,37.852201,-121.963862,247.3,2019-01-13T16:16:50Z
683,37.852245,-121.963932,249.0,2019-01-13T16:16:59Z
684,37.852412,-121.963987,253.5,2019-01-13T16:17:14Z
685,37.852441,-121.964021,253.7,2019-01-13T16:17:18Z
686,37.852571,-121.964184,252.8,2019-01-13T16:17:37Z
687,37.852594,-121.964412,250.6,2019-01-13T16:17:49Z
688,37.852581,-121.964656,246.7,2019-01-13T16:17:56Z
689,37.852592,-121.964895,240.9,2019-01-13T16:18:04Z
690,37.852579,-121.965153,239.4,2019-01-13T16:18:14Z
691,37.85255,-121.965398,239.3,2019-01-13T16:18:21Z
692,37.852536,-121.965645,237.6,2019-01-13T16:18:29Z
693,37.852522,-121.965882,234.7,2019-01-13T16:18:36Z
694,37.852514,-121.96613,232.9,2019-01-13T16:18:43Z
695,37.852502,-121.966361,232.3,2019-01-13T16:18:50Z
696,37.852497,-121.966589,231.1,2019-01-13T16:18:57Z
697,37.852482,-121.966643,230.7,2019-01-13T16:18:59Z
698,37.852387,-121.966495,228.6,2019-01-13T16:19:06Z
699,37.852286,-121.966297,226.7,2019-01-13T16:19:12Z
700,37.85214,-121.966116,224.3,2019-01-13T16:19:19Z
701,37.851961,-121.966029,220.8,2019-01-13T16:19:26Z
702,37.851777,-121.966056,217.6,2019-01-13T16:19:33Z
703,37.851598,-121.966105,214.6,2019-01-13T16:19:40Z
704,37.851404,-121.966139,211.6,2019-01-13T16:19:48Z
705,37.851199,-121.966151,208.0,2019-01-13T16:19:56Z
706,37.851017,-121.966191,205.9,2019-01-13T16:20:03Z
707,37.850994,-121.96622,205.8,2019-01-13T16:20:04Z
708,37.850886,-121.966417,207.2,2019-01-13T16:20:11Z
709,37.850869,-121.966651,208.2,2019-01-13T16:20:18Z
710,37.850888,-121.966879,208.3,2019-01-13T16:20:25Z
711,37.850926,-121.967102,210.0,2019-01-13T16:20:33Z
712,37.850993,-121.967314,211.6,2019-01-13T16:20:41Z
713,37.851044,-121.967536,211.5,2019-01-13T16:20:49Z
714,37.851106,-121.967764,212.1,2019-01-13T16:20:57Z
715,37.851147,-121.96799,211.7,2019-01-13T16:21:04Z
716,37.851216,-121.968201,209.4,2019-01-13T16:21:11Z
717,37.851289,-121.968441,207.1,2019-01-13T16:21:19Z
718,37.85137,-121.96865,204.7,2019-01-13T16:21:26Z
719,37.851459,-121.968853,203.8,2019-01-13T16:21:33Z
720,37.851541,-121.969062,204.4,2019-01-13T16:21:41Z
721,37.851615,-121.96929,205.3,2019-01-13T16:21:49Z
722,37.851676,-121.969442,204.7,2019-01-13T16:21:56Z
723,37.851689,-121.969608,204.0,2019-01-13T16:22:23Z
724,37.851759,-121.969831,202.3,2019-01-13T16:22:30Z
725,37.851865,-121.970037,202.4,2019-01-13T16:22:37Z
726,37.851972,-121.970248,201.8,2019-01-13T16:22:44Z
727,37.852065,-121.970458,202.0,2019-01-13T16:22:51Z
728,37.852168,-121.970656,200.9,2019-01-13T16:22:58Z
729,37.852272,-121.970849,200.4,2019-01-13T16:23:05Z
730,37.852383,-121.971031,199.2,2019-01-13T16:23:13Z
731,37.852435,-121.971037,198.2,2019-01-13T16:23:17Z
732,37.852393,-121.971054,197.4,2019-01-13T16:23:23Z
733,37.852369,-121.971199,194.9,2019-01-13T16:23:28Z
734,37.852377,-121.971426,191.5,2019-01-13T16:23:35Z
735,37.852378,-121.971677,190.0,2019-01-13T16:23:42Z
736,37.852348,-121.971928,188.3,2019-01-13T16:23:49Z
737,37.852361,-121.972164,187.1,2019-01-13T16:23:56Z
738,37.852364,-121.972415,185.6,2019-01-13T16:24:03Z
739,37.852355,-121.972663,184.4,2019-01-13T16:24:10Z
740,37.85234,-121.972918,182.7,2019-01-13T16:24:17Z
741,37.85233,-121.973159,181.0,2019-01-13T16:24:24Z
742,37.852317,-121.973392,178.6,2019-01-13T16:24:31Z
743,37.852309,-121.973627,176.7,2019-01-13T16:24:38Z
744,37.852316,-121.973863,174.7,2019-01-13T16:24:45Z
745,37.852303,-121.974102,172.6,2019-01-13T16:24:52Z
746,37.852305,-121.974343,170.9,2019-01-13T16:24:59Z
747,37.852301,-121.974573,169.8,2019-01-13T16:25:06Z
748,37.852307,-121.974806,169.8,2019-01-13T16:25:13Z
749,37.85227,-121.975037,170.2,2019-01-13T16:25:21Z
750,37.852241,-121.975271,170.8,2019-01-13T16:25:30Z
751,37.852228,-121.975522,171.4,2019-01-13T16:25:38Z
752,37.852223,-121.975751,172.1,2019-01-13T16:25:46Z
753,37.852213,-121.975992,172.5,2019-01-13T16:25:54Z
754,37.85225,-121.976227,172.0,2019-01-13T16:26:01Z
755,37.852278,-121.97635,171.7,2019-01-13T16:26:06Z
756,37.852266,-121.976472,170.5,2019-01-13T16:26:10Z
757,37.85226,-121.976597,169.1,2019-01-13T16:26:14Z
758,37.852258,-121.976825,166.7,2019-01-13T16:26:21Z
759,37.852356,-121.976963,164.9,2019-01-13T16:26:27Z
760,37.852309,-121.977094,163.8,2019-01-13T16:26:32Z
761,37.852187,-121.977289,162.6,2019-01-13T16:26:41Z
762,37.852165,-121.977373,162.3,2019-01-13T16:26:44Z
763,37.852057,-121.977395,162.1,2019-01-13T16:26:49Z
764,37.852032,-121.977409,162.1,2019-01-13T16:26:50Z
765,37.851974,-121.97755,162.2,2019-01-13T16:26:55Z
766,37.85191,-121.977771,162.5,2019-01-13T16:27:02Z
767,37.851998,-121.977952,162.9,2019-01-13T16:27:09Z
768,37.852166,-121.978088,163.4,2019-01-13T16:27:17Z
769,37.852322,-121.978214,163.7,2019-01-13T16:27:24Z
770,37.852476,-121.978334,164.1,2019-01-13T16:27:31Z
771,37.852642,-121.978455,164.7,2019-01-13T16:27:39Z
772,37.852813,-121.978558,165.5,2019-01-13T16:27:47Z
773,37.852978,-121.978648,166.3,2019-01-13T16:27:55Z
774,37.853161,-121.978716,167.5,2019-01-13T16:28:03Z
775,37.853327,-121.978815,168.6,2019-01-13T16:28:11Z
776,37.853497,-121.9789,169.6,2019-01-13T16:28:20Z
777,37.853663,-121.979003,170.6,2019-01-13T16:28:28Z
778,37.853844,-121.979105,171.2,2019-01-13T16:28:37Z
779,37.854,-121.979228,171.7,2019-01-13T16:28:46Z
780,37.854182,-121.979326,172.1,2019-01-13T16:28:54Z
781,37.854295,-121.97938,172.4,2019-01-13T16:28:59Z
782,37.854474,-121.979453,172.6,2019-01-13T16:29:07Z
783,37.854614,-121.97948,172.8,2019-01-13T16:29:14Z
784,37.854433,-121.979428,172.6,2019-01-13T16:29:28Z
785,37.854246,-121.979354,172.3,2019-01-13T16:29:35Z
786,37.854069,-121.97924,171.9,2019-01-13T16:29:42Z
787,37.853891,-121.979117,171.4,2019-01-13T16:29:49Z
788,37.85371,-121.979002,170.8,2019-01-13T16:29:57Z
789,37.85354,-121.97891,169.9,2019-01-13T16:30:04Z
790,37.853363,-121.978787,168.9,2019-01-13T16:30:11Z
791,37.853174,-121.978684,167.5,2019-01-13T16:30:18Z
792,37.852989,-121.978587,166.3,2019-01-13T16:30:25Z
793,37.85282,-121.978504,165.4,2019-01-13T16:30:32Z
794,37.852635,-121.978421,164.6,2019-01-13T16:30:39Z
795,37.852463,-121.978326,164.1,2019-01-13T16:30:46Z
796,37.852296,-121.978202,163.7,2019-01-13T16:30:53Z
797,37.852141,-121.97807,163.3,2019-01-13T16:31:00Z
798,37.851978,-121.977938,162.9,2019-01-13T16:31:07Z
799,37.851896,-121.977864,162.6,2019-01-13T16:31:11Z
800,37.851927,-121.977636,162.3,2019-01-13T16:31:19Z
801,37.851998,-121.977418,162.1,2019-01-13T16:31:27Z
802,37.852026,-121.977386,162.1,2019-01-13T16:31:29Z
803,37.852117,-121.977406,162.2,2019-01-13T16:31:33Z
804,37.852204,-121.977217,163.1,2019-01-13T16:31:42Z
805,37.8523,-121.977024,164.5,2019-01-13T16:31:50Z
806,37.852312,-121.976968,165.0,2019-01-13T16:31:52Z
807,37.852231,-121.976837,166.5,2019-01-13T16:31:58Z
808,37.85224,-121.976623,168.7,2019-01-13T16:32:07Z
809,37.852241,-121.976608,168.9,2019-01-13T16:32:08Z
810,37.852261,-121.976476,170.4,2019-01-13T16:32:16Z
811,37.852275,-121.976383,171.4,2019-01-13T16:32:24Z
812,37.852284,-121.976362,171.6,2019-01-13T16:32:26Z
813,37.852293,-121.976325,171.8,2019-01-13T16:32:29Z
814,37.852271,-121.976202,172.1,2019-01-13T16:32:38Z
815,37.852248,-121.975973,172.5,2019-01-13T16:32:52Z
816,37.852247,-121.975739,172.1,2019-01-13T16:32:59Z
817,37.852212,-121.97551,171.4,2019-01-13T16:33:06Z
818,37.852212,-121.975266,170.8,2019-01-13T16:33:13Z
819,37.852241,-121.975012,170.2,2019-01-13T16:33:21Z
820,37.85228,-121.974888,169.9,2019-01-13T16:33:25Z
821,37.852277,-121.974652,169.4,2019-01-13T16:33:32Z
822,37.852274,-121.974424,170.5,2019-01-13T16:33:42Z
823,37.852292,-121.974186,171.9,2019-01-13T16:33:55Z
824,37.852315,-121.974079,172.9,2019-01-13T16:34:01Z
825,37.852348,-121.973838,175.0,2019-01-13T16:34:14Z
826,37.852343,-121.973599,176.9,2019-01-13T16:34:26Z
827,37.852352,-121.973357,178.9,2019-01-13T16:34:39Z
828,37.852388,-121.973122,181.3,2019-01-13T16:34:52Z
829,37.852409,-121.972878,182.9,2019-01-13T16:35:05Z
830,37.852412,-121.972642,184.5,2019-01-13T16:35:18Z
831,37.852417,-121.972399,185.7,2019-01-13T16:35:30Z
832,37.85242,-121.972161,187.1,2019-01-13T16:35:42Z
833,37.852386,-121.971936,188.2,2019-01-13T16:35:54Z
834,37.852417,-121.971701,190.0,2019-01-13T16:36:08Z
835,37.852396,-121.97152,190.8,2019-01-13T16:36:18Z
836,37.852395,-121.971403,191.6,2019-01-13T16:36:25Z
837,37.852403,-121.97117,195.5,2019-01-13T16:36:40Z
838,37.852319,-121.970969,198.9,2019-01-13T16:36:53Z
839,37.852205,-121.970785,200.3,2019-01-13T16:37:00Z
840,37.852086,-121.970589,200.9,2019-01-13T16:37:08Z
841,37.851976,-121.970379,202.1,2019-01-13T16:37:16Z
842,37.851903,-121.970199,201.7,2019-01-13T16:37:23Z
843,37.851806,-121.969983,202.2,2019-01-13T16:37:31Z
844,37.8517,-121.969769,202.2,2019-01-13T16:37:40Z
845,37.851633,-121.969546,203.9,2019-01-13T16:37:49Z
846,37.851628,-121.969432,204.4,2019-01-13T16:37:57Z
847,37.851575,-121.969232,205.3,2019-01-13T16:38:27Z
848,37.851485,-121.969004,204.5,2019-01-13T16:38:34Z
849,37.851402,-121.968778,203.8,2019-01-13T16:38:41Z
850,37.851313,-121.968568,204.4,2019-01-13T16:38:48Z
851,37.851301,-121.968535,205.0,2019-01-13T16:38:50Z
852,37.851264,-121.968317,207.2,2019-01-13T16:39:05Z
853,37.851203,-121.968088,209.4,2019-01-13T16:39:19Z
854,37.851159,-121.967849,211.8,2019-01-13T16:39:29Z
855,37.851106,-121.967609,212.0,2019-01-13T16:39:36Z
856,37.851041,-121.967371,211.3,2019-01-13T16:39:43Z
857,37.850971,-121.96715,211.3,2019-01-13T16:39:50Z
858,37.850908,-121.966937,209.8,2019-01-13T16:39:57Z
859,37.85089,-121.966711,208.3,2019-01-13T16:40:04Z
860,37.850894,-121.966479,208.0,2019-01-13T16:40:11Z
861,37.851017,-121.966275,206.9,2019-01-13T16:40:19Z
862,37.851183,-121.966182,205.9,2019-01-13T16:40:32Z
863,37.851369,-121.966166,208.1,2019-01-13T16:40:48Z
864,37.851559,-121.966153,211.5,2019-01-13T16:41:06Z
865,37.851743,-121.966121,214.2,2019-01-13T16:41:23Z
866,37.851819,-121.966104,215.4,2019-01-13T16:41:31Z
867,37.852004,-121.966053,218.4,2019-01-13T16:41:50Z
868,37.852168,-121.966147,221.9,2019-01-13T16:42:04Z
869,37.852296,-121.966315,224.7,2019-01-13T16:42:18Z
870,37.8524,-121.966519,227.6,2019-01-13T16:42:33Z
871,37.85245,-121.966611,228.1,2019-01-13T16:42:40Z
872,37.852501,-121.966506,228.9,2019-01-13T16:42:48Z
873,37.852524,-121.966275,231.3,2019-01-13T16:43:00Z
874,37.852526,-121.966243,231.6,2019-01-13T16:43:02Z
875,37.852526,-121.966004,232.3,2019-01-13T16:43:16Z
876,37.852539,-121.965774,233.2,2019-01-13T16:43:29Z
877,37.852554,-121.965536,235.5,2019-01-13T16:43:42Z
878,37.852564,-121.965287,238.2,2019-01-13T16:43:50Z
879,37.852612,-121.965068,239.4,2019-01-13T16:44:04Z
880,37.852592,-121.964838,239.3,2019-01-13T16:44:25Z
881,37.852586,-121.964604,240.9,2019-01-13T16:44:40Z
882,37.852605,-121.964368,246.6,2019-01-13T16:44:51Z
883,37.852528,-121.964147,250.5,2019-01-13T16:44:59Z
884,37.852383,-121.963975,252.8,2019-01-13T16:45:07Z
885,37.852196,-121.963923,253.8,2019-01-13T16:45:14Z
886,37.852154,-121.963913,253.0,2019-01-13T16:45:16Z
887,37.85219,-121.963856,251.7,2019-01-13T16:45:20Z
888,37.852362,-121.96378,246.9,2019-01-13T16:45:26Z
889,37.852379,-121.963759,246.3,2019-01-13T16:45:27Z
890,37.852324,-121.96372,244.7,2019-01-13T16:45:31Z
891,37.852259,-121.963718,242.0,2019-01-13T16:45:34Z
892,37.852313,-121.963611,239.6,2019-01-13T16:45:41Z
893,37.852361,-121.963581,238.2,2019-01-13T16:45:45Z
894,37.852417,-121.963516,237.2,2019-01-13T16:45:52Z
895,37.852427,-121.963477,237.6,2019-01-13T16:45:55Z
896,37.852343,-121.963464,239.1,2019-01-13T16:46:04Z
897,37.852164,-121.963373,244.3,2019-01-13T16:46:17Z
898,37.852003,-121.963301,246.8,2019-01-13T16:46:29Z
899,37.852016,-121.963288,246.6,2019-01-13T16:46:31Z
900,37.852195,-121.96325,248.4,2019-01-13T16:46:47Z
901,37.852337,-121.963111,254.5,2019-01-13T16:47:07Z
902,37.852362,-121.963072,255.8,2019-01-13T16:47:11Z
903,37.852423,-121.962946,258.2,2019-01-13T16:47:23Z
904,37.85249,-121.962734,260.9,2019-01-13T16:47:47Z
905,37.852582,-121.962543,266.9,2019-01-13T16:48:09Z
906,37.852691,-121.962366,272.9,2019-01-13T16:48:29Z
907,37.852705,-121.962124,278.0,2019-01-13T16:48:48Z
908,37.852718,-121.961885,278.8,2019-01-13T16:48:55Z
909,37.852725,-121.96165,277.5,2019-01-13T16:49:02Z
910,37.852727,-121.961393,275.7,2019-01-13T16:49:10Z
911,37.852734,-121.961165,274.6,2019-01-13T16:49:17Z
912,37.852736,-121.960936,274.3,2019-01-13T16:49:28Z
913,37.85273,-121.960689,274.8,2019-01-13T16:49:40Z
914,37.852746,-121.960539,275.0,2019-01-13T16:49:47Z
915,37.852893,-121.960384,275.7,2019-01-13T16:50:01Z
916,37.853018,-121.960197,278.0,2019-01-13T16:50:16Z
917,37.853129,-121.959998,281.0,2019-01-13T16:50:30Z
918,37.85323,-121.959787,282.3,2019-01-13T16:50:43Z
919,37.853348,-121.95958,283.2,2019-01-13T16:50:52Z
920,37.853475,-121.959407,284.3,2019-01-13T16:51:00Z
921,37.853555,-121.959191,285.5,2019-01-13T16:51:09Z
922,37.853625,-121.958975,287.6,2019-01-13T16:51:18Z
923,37.853681,-121.95875,289.5,2019-01-13T16:51:33Z
924,37.853683,-121.958703,289.9,2019-01-13T16:51:36Z
925,37.853683,-121.9586,291.0,2019-01-13T16:51:43Z
926,37.853695,-121.958351,293.4,2019-01-13T16:51:52Z
927,37.853803,-121.958138,292.6,2019-01-13T16:51:59Z
928,37.853819,-121.958011,292.0,2019-01-13T16:52:03Z
929,37.853655,-121.957926,292.7,2019-01-13T16:52:10Z
930,37.853489,-121.957818,292.9,2019-01-13T16:52:19Z
931,37.853356,-121.957642,294.4,2019-01-13T16:52:28Z
932,37.853338,-121.957596,294.4,2019-01-13T16:52:30Z
933,37.8533,-121.957389,295.6,2019-01-13T16:52:38Z
934,37.853272,-121.957203,295.4,2019-01-13T16:52:45Z
935,37.853216,-121.95701,292.8,2019-01-13T16:52:54Z
936,37.853326,-121.956839,289.6,2019-01-13T16:53:02Z
937,37.853201,-121.956766,284.8,2019-01-13T16:53:09Z
938,37.853167,-121.956762,286.0,2019-01-13T16:53:12Z
939,37.853072,-121.956698,290.2,2019-01-13T16:53:21Z
940,37.852947,-121.956655,294.1,2019-01-13T16:53:27Z
941,37.852941,-121.956652,294.2,2019-01-13T16:53:28Z
942,37.852914,-121.956444,296.7,2019-01-13T16:53:44Z
943,37.852941,-121.956222,298.9,2019-01-13T16:54:04Z
944,37.852997,-121.956003,304.6,2019-01-13T16:54:25Z
945,37.852948,-121.955808,308.9,2019-01-13T16:54:43Z
946,37.85279,-121.955688,311.2,2019-01-13T16:54:59Z
947,37.852668,-121.955587,312.5,2019-01-13T16:55:10Z
948,37.852489,-121.955476,314.2,2019-01-13T16:55:25Z
949,37.852316,-121.955373,314.9,2019-01-13T16:55:32Z
950,37.852139,-121.955259,314.5,2019-01-13T16:55:39Z
951,37.852051,-121.955218,313.8,2019-01-13T16:55:44Z
952,37.852052,-121.955213,314.0,2019-01-13T16:55:47Z
953,37.852012,-121.955168,312.9,2019-01-13T16:55:53Z
954,37.851934,-121.954934,306.9,2019-01-13T16:56:01Z
955,37.851871,-121.954688,303.1,2019-01-13T16:56:09Z
956,37.851847,-121.954646,301.8,2019-01-13T16:56:11Z
957,37.851772,-121.954497,298.0,2019-01-13T16:56:17Z
958,37.851682,-121.954283,293.1,2019-01-13T16:56:26Z
959,37.851677,-121.954257,292.4,2019-01-13T16:56:27Z
960,37.85167,-121.954154,290.3,2019-01-13T16:56:31Z
961,37.851593,-121.954016,286.6,2019-01-13T16:56:38Z
962,37.85159,-121.953993,286.6,2019-01-13T16:56:39Z
963,37.851553,-121.953911,284.2,2019-01-13T16:56:44Z
964,37.851513,-121.953762,280.2,2019-01-13T16:56:51Z
965,37.851498,-121.953735,279.2,2019-01-13T16:56:53Z
966,37.851446,-121.953654,278.2,2019-01-13T16:56:57Z
967,37.851369,-121.953474,275.0,2019-01-13T16:57:03Z
968,37.851239,-121.95331,273.0,2019-01-13T16:57:10Z
969,37.851151,-121.95321,270.7,2019-01-13T16:57:15Z
970,37.851097,-121.95305,270.3,2019-01-13T16:57:20Z
971,37.851,-121.952846,269.1,2019-01-13T16:57:27Z
972,37.850901,-121.952635,267.0,2019-01-13T16:57:34Z
973,37.850793,-121.952426,266.4,2019-01-13T16:57:43Z
974,37.850791,-121.952407,266.5,2019-01-13T16:57:44Z
975,37.850752,-121.952186,269.3,2019-01-13T16:57:55Z
